year,hour,ES1 0,PT1 0
2025,98,0.0,0.0
2025,99,0.0,0.0
2035,0,0.0,0.0
2035,1,0.0,0.0
2035,2,0.0,0.0
2035,3,0.0,0.0
2035,4,0.0,0.0
2035,5,0.0,0.0
2035,6,0.0,0.0
2035,7,0.0,0.0
2035,8,0.0,0.0
2035,9,0.0,0.0
2035,10,0.0,0.0
2035,11,0.0,0.0
2035,12,0.0,0.0
2035,13,0.0,0.0
2035,14,0.0,0.0
2035,15,0.0,0.0
2035,16,0.0,0.0
2035,17,0.0,0.0
2035,18,0.0,0.0
2035,19,0.0,0.0
2035,20,0.0,0.0
2035,21,0.0,0.0
2035,22,0.0,0.0
2035,23,0.0,0.0
2035,24,0.0,0.0
2035,25,0.0,0.0
2035,26,0.0,0.0
2035,27,0.0,0.0
2035,28,0.0,0.0
2035,29,0.0,0.0
2035,30,0.0,0.0
2035,31,0.0,0.0
2035,32,0.0,0.0
2035,33,0.0,0.0
2035,34,0.0,0.0
2035,35,0.0,0.0
2035,36,0.0,0.0
2035,37,0.0,0.0
2035,38,0.0,0.0
2035,39,0.0,0.0
2035,40,0.0,0.0
2035,41,0.0,0.0
2035,42,0.0,0.0
2035,43,0.0,0.0
2035,44,0.0,0.0
2035,45,0.0,0.0
2035,46,0.0,0.0
2035,47,0.0,0.0
2035,48,0.0,0.0
2035,49,0.0,0.0
2035,50,0.0,0.0
2035,51,0.0,0.0
2035,52,0.0,0.0
2035,53,0.0,0.0
2035,54,0.0,0.0
2035,55,0.0,0.0
2035,56,0.0,0.0
2035,57,0.0,0.0
2035,58,0.0,0.0
2035,59,0.0,0.0
2035,60,0.0,0.0
2035,61,0.0,0.0
2035,62,0.0,0.0
2035,63,0.0,0.0
2035,64,0.0,0.0
2035,65,0.0,741.9168833034928
2035,66,814.0005174132766,1496.4
2035,67,744.454939852516,1511.4
2035,68,0.0,950.1665663939339
2035,69,0.0,0.0
2035,70,0.0,0.0
2035,71,0.0,0.0
2035,72,0.0,0.0
2035,73,0.0,0.0
2035,74,0.0,0.0
2035,75,0.0,0.0
2035,76,0.0,0.0
2035,77,0.0,0.0
2035,78,0.0,0.0
2035,79,0.0,0.0
2035,80,0.0,0.0
2035,81,0.0,0.0
2035,82,0.0,119.54583650470886
2035,83,0.0,0.0
2035,84,0.0,0.0
2035,85,0.0,0.0
2035,86,0.0,0.0
2035,87,0.0,0.0
2035,88,0.0,0.0
2035,89,0.0,0.0
2035,90,153.85998351023045,1479.2
2035,91,0.0,1261.2151587018861
2035,92,0.0,0.0
2035,93,0.0,0.0
2035,94,0.0,0.0
2035,95,0.0,0.0
2035,96,0.0,0.0
2035,97,0.0,0.0
2035,98,0.0,0.0
2035,99,0.0,0.0
2045,0,0.0,0.0
2045,1,0.0,0.0
2045,2,0.0,0.0
2045,3,0.0,0.0
2045,4,0.0,0.0
2045,5,0.0,0.0
2045,6,0.0,0.0
2045,7,0.0,0.0
2045,8,0.0,0.0
2045,9,0.0,0.0
2045,10,0.0,0.0
2045,11,0.0,0.0
2045,12,0.0,0.0
2045,13,0.0,0.0
2045,14,0.0,0.0
2045,15,0.0,0.0
2045,16,0.0,0.0
2045,17,0.0,0.0
2045,18,0.0,0.0
2045,19,0.0,0.0
2045,20,0.0,0.0
2045,21,0.0,0.0
2045,22,0.0,0.0
2045,23,0.0,0.0
2045,24,0.0,0.0
2045,25,0.0,0.0
2045,26,0.0,0.0
2045,27,0.0,0.0
2045,28,0.0,0.0
2045,29,0.0,0.0
2045,30,0.0,0.0
2045,31,0.0,0.0
2045,32,0.0,0.0
2045,33,0.0,0.0
2045,34,0.0,0.0
2045,35,0.0,0.0
2045,36,0.0,0.0
2045,37,0.0,0.0
2045,38,0.0,0.0
2045,39,0.0,0.0
2045,40,0.0,0.0
2045,41,0.0,0.0
2045,42,0.0,568.630163754553
2045,43,0.0,0.0
2045,44,0.0,0.0
2045,45,0.0,0.0
2045,46,0.0,0.0
2045,47,0.0,0.0
2045,48,0.0,0.0
2045,49,0.0,0.0
2045,50,0.0,0.0
2045,51,0.0,0.0
2045,52,0.0,0.0
2045,53,0.0,0.0
2045,54,0.0,0.0
2045,55,0.0,0.0
2045,56,0.0,0.0
2045,57,0.0,0.0
2045,58,0.0,1560.8404929805874
2045,59,0.0,550.1820861581564
2045,60,0.0,0.0
2045,61,0.0,0.0
2045,62,0.0,0.0
2045,63,0.0,0.0
2045,64,0.0,0.0
2045,65,2636.4268486824367,2159.1
2045,66,5128.646578348154,2244.6
2045,67,5159.3015319126025,2267.1
2045,68,3301.4952223706696,2202.0
2045,69,0.0,0.0
2045,70,0.0,0.0
2045,71,0.0,0.0
2045,72,0.0,0.0
2045,73,0.0,0.0
2045,74,0.0,0.0
2045,75,0.0,0.0
2045,76,0.0,0.0
2045,77,0.0,0.0
2045,78,0.0,0.0
2045,79,0.0,0.0
2045,80,0.0,0.0
2045,81,1454.0902210444765,2047.5
2045,82,1865.826009260436,2058.6
2045,83,190.30718907811024,2065.2000000000003
2045,84,0.0,459.4588980907847
2045,85,0.0,0.0
2045,86,0.0,0.0
2045,87,0.0,0.0
2045,88,0.0,0.0
2045,89,996.0069440590341,2138.4
2045,90,3824.7339675936655,2218.8
2045,91,3398.916212616283,2223.9
2045,92,1573.7051910594037,2159.4
2045,93,0.0,0.0
2045,94,0.0,0.0
2045,95,0.0,0.0
2045,96,0.0,0.0
2045,97,0.0,0.0
2045,98,0.0,0.0
2045,99,0.0,0.0
