bus,x,y,country
GR1 0,22.73004415738375,38.948594315594896,GR
HR1 0,16.157553500000002,45.20687242857143,HR
HU1 0,18.879135167852805,47.216547475067166,HU
IE5 0,-7.631337824605365,52.799813936222904,IE
IT1 0,16.319274888888888,39.05643655555556,IT
IT1 1,11.401306677597471,44.84496468055989,IT
IT1 10,12.298467235294119,42.075034470588236,IT
IT1 11,17.06463909090909,40.63484909090909,IT
IT1 2,9.241787463305766,45.3142467954916,IT
IT1 3,14.363851625,37.662461375,IT
IT1 4,13.512382583333334,42.713668250000005,IT
IT1 5,12.712897129540417,45.81916426009024,IT
IT1 6,7.843029841890322,45.124989961706504,IT
IT1 7,10.626164526315792,45.873386421052636,IT
IT1 8,14.454193055555557,41.166062,IT
IT1 9,10.687531389550902,43.732023731634364,IT
IT3 0,8.7459755,39.9681955,IT
LT6 0,23.007282074232347,55.161558581596694,LT
LU1 0,6.130510690868268,49.6773404049915,LU
LV6 0,23.724680088385135,56.838802320354965,LV
ME1 0,19.1445008,42.8066642,ME
MK1 0,21.587448166666665,41.58136233333333,MK
NL1 0,4.41787711111111,51.84993122222222,NL
NL1 1,6.472531923076923,53.043115538461535,NL
NL1 2,5.08209216666667,52.467734666666665,NL
NL1 3,5.725479333333336,51.61823916666666,NL
NO2 0,16.298675666666668,67.68183466666666,NO
NO2 1,6.965096657142855,59.274585085714286,NO
NO2 2,10.399856611111112,59.88775811111111,NO
NO2 3,11.731944411764704,64.39087723529411,NO
NO2 4,7.015751179943748,61.08470883057535,NO
PL1 0,21.81667461904889,51.61002685535883,PL
PL1 1,17.724619989581857,54.01401731179731,PL
PL1 2,19.842483969042057,52.3456920444818,PL
PL1 3,16.058474536950396,51.939985570136265,PL
PL1 4,19.15397773708712,50.329546087993016,PL
PT1 0,-8.012336731104293,41.02611922761677,PT
PT1 1,-8.74906522289748,39.08002665080315,PT
RO1 0,23.25449936468514,45.789471200878566,RO
RO1 1,26.980074934381342,45.30653104941521,RO
RS1 0,20.662691528520664,44.11371028940375,RS
SE2 0,13.271563379310347,57.31081919010218,SE
SE2 1,16.174074844543405,63.11462918652726,SE
SE2 2,20.3496225,65.89580292857143,SE
SE2 3,18.179626499999998,67.551535,SE
SE2 4,16.888634880952377,59.85152307142855,SE
SI1 0,14.805218016971812,46.12127875725622,SI
SK1 0,19.02788801851852,48.6533333776392,SK
