generator,bus,carrier,p_nom,marginal_cost,capital_cost,co2_emissions,color,nice_name
CZ1 0 CCGT,CZ1 0,CCGT,211.9,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
CZ1 0 OCGT,CZ1 0,OCGT,51.0,53.524390243902445,45095.4415151225,0.2,#d35050,Open-Cycle Gas
CZ1 0 biomass,CZ1 0,biomass,1481.5930000000003,14.8936170212766,278083.0653560445,0.0,#0c6013,Biomass
CZ1 0 coal,CZ1 0,coal,603.8687065488792,28.196969696969695,349976.5536298572,0.34,#707070,Coal
CZ1 0 lignite,CZ1 0,lignite,5159.372610382669,12.287878787878787,349976.5536298572,0.41,#9e5a01,Lignite
CZ1 0 nuclear,CZ1 0,nuclear,4290.0,11.378787878787879,706772.616768959,0.0,#ff9000,Nuclear
CZ1 0 onwind,CZ1 0,onwind,339.1176714149202,0.015000000000000003,96085.8880199663,0.0,#235ebc,Onshore Wind
CZ1 0 ror,CZ1 0,ror,40.226382271496,0.0,299140.2249292296,0.0,#4adbc8,Run of River
CZ1 0 solar,CZ1 0,solar,2073.42,0.010000000000000002,35602.07124380445,0.0,#f9d002,Solar
DE1 0 CCGT,DE1 0,CCGT,23160.529000000002,41.48930547831275,99027.72929315247,0.2,#b20101,Combined-Cycle Gas
DE1 0 OCGT,DE1 0,OCGT,4679.812499999999,56.346705495342206,45095.4415151225,0.2,#d35050,Open-Cycle Gas
DE1 0 biomass,DE1 0,biomass,8004.647825999999,14.8936170212766,278083.0653560447,0.0,#0c6013,Biomass
DE1 0 coal,DE1 0,coal,15541.727276709189,27.537043019216345,349976.5536298571,0.34,#707070,Coal
DE1 0 lignite,DE1 0,lignite,21375.403266998434,11.331229227163405,349976.5536298572,0.41,#9e5a01,Lignite
DE1 0 nuclear,DE1 0,nuclear,5468.0,11.378787878787879,706772.616768959,0.0,#ff9000,Nuclear
DE1 0 offwind-ac,DE1 0,offwind-ac,4588.075984035338,0.015000000000000001,191288.0738184751,0.0,#6895dd,Offshore Wind (AC)
DE1 0 offwind-dc,DE1 0,offwind-dc,6029.302391662033,0.015,233568.42170447242,0.0,#74c6f2,Offshore Wind (DC)
DE1 0 oil,DE1 0,oil,974.6999999999999,139.72402734601934,37870.807406688305,0.26,#262626,Oil
DE1 0 onwind,DE1 0,onwind,54383.22008974904,0.015000000000000001,96085.88801996631,0.0,#235ebc,Onshore Wind
DE1 0 ror,DE1 0,ror,2836.7033500000002,0.0,299140.2249292296,0.0,#4adbc8,Run of River
DE1 0 solar,DE1 0,solar,53723.79094892753,0.010000000000000002,35602.07124380444,0.0,#f9d002,Solar
DK1 0 CCGT,DK1 0,CCGT,732.2,40.12821956368755,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
DK1 0 OCGT,DK1 0,OCGT,102.0,53.524390243902445,45095.4415151225,0.2,#d35050,Open-Cycle Gas
DK1 0 biomass,DK1 0,biomass,124.0,14.893617021276597,278083.0653560446,0.0,#0c6013,Biomass
DK1 0 coal,DK1 0,coal,1865.8263304858306,28.196969696969695,349976.5536298572,0.34,#707070,Coal
DK1 0 offwind-ac,DK1 0,offwind-ac,13247.620404223959,0.015000000000000003,188662.12565519303,0.0,#6895dd,Offshore Wind (AC)
DK1 0 offwind-dc,DK1 0,offwind-dc,616.4000000000001,0.015,221315.62100722306,0.0,#74c6f2,Offshore Wind (DC)
DK1 0 onwind,DK1 0,onwind,3828.5950796920138,0.015000000000000005,96085.8880199663,0.0,#235ebc,Onshore Wind
DK1 0 solar,DK1 0,solar,971.3060822987065,0.009999999999999998,35602.07124380444,0.0,#f9d002,Solar
DK2 0 CCGT,DK2 0,CCGT,213.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
DK2 0 OCGT,DK2 0,OCGT,648.0,53.524390243902445,45095.4415151225,0.2,#d35050,Open-Cycle Gas
DK2 0 biomass,DK2 0,biomass,70.0,14.893617021276597,278083.0653560446,0.0,#0c6013,Biomass
DK2 0 coal,DK2 0,coal,1266.0,28.196969696969695,349976.5536298572,0.34,#707070,Coal
DK2 0 offwind-ac,DK2 0,offwind-ac,6921.391958801833,0.015,188745.7336891602,0.0,#6895dd,Offshore Wind (AC)
DK2 0 offwind-dc,DK2 0,offwind-dc,19.45,0.015,211518.24210872847,0.0,#74c6f2,Offshore Wind (DC)
DK2 0 onwind,DK2 0,onwind,705.4935971073023,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind
DK2 0 solar,DK2 0,solar,328.6939177012933,0.01,35602.07124380446,0.0,#f9d002,Solar
EE6 0 CCGT,EE6 0,CCGT,173.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
EE6 0 offwind-ac,EE6 0,offwind-ac,14913.863451886637,0.015,204502.41900313253,0.0,#6895dd,Offshore Wind (AC)
EE6 0 offwind-dc,EE6 0,offwind-dc,0.0,0.015,214763.58298224106,0.0,#74c6f2,Offshore Wind (DC)
EE6 0 onwind,EE6 0,onwind,315.9999999999999,0.015000000000000003,96085.88801996631,0.0,#235ebc,Onshore Wind
EE6 0 solar,EE6 0,solar,130.3,0.009999999999999998,35602.07124380445,0.0,#f9d002,Solar
ES1 0 CCGT,ES1 0,CCGT,26305.331999999995,40.772380421530684,99027.72929315243,0.2,#b20101,Combined-Cycle Gas
ES1 0 OCGT,ES1 0,OCGT,23.0,53.524390243902445,45095.4415151225,0.2,#d35050,Open-Cycle Gas
ES1 0 biomass,ES1 0,biomass,20.0,14.893617021276597,278083.0653560446,0.0,#0c6013,Biomass
ES1 0 coal,ES1 0,coal,4739.393482733913,28.196969696969695,349976.5536298572,0.34,#707070,Coal
ES1 0 nuclear,ES1 0,nuclear,7117.2,11.37878787878788,706772.616768959,0.0,#ff9000,Nuclear
ES1 0 offwind-ac,ES1 0,offwind-ac,9274.463485690856,0.014999999999999994,184160.11945604006,0.0,#6895dd,Offshore Wind (AC)
ES1 0 offwind-dc,ES1 0,offwind-dc,0.0,0.015,215517.5616560262,0.0,#74c6f2,Offshore Wind (DC)
ES1 0 oil,ES1 0,oil,271.771,148.85714285714286,37870.807406688305,0.26,#262626,Oil
ES1 0 onwind,ES1 0,onwind,26825.862669404865,0.015000000000000005,96085.88801996631,0.0,#235ebc,Onshore Wind
ES1 0 ror,ES1 0,ror,147.00824749999998,0.0,299140.22492922965,0.0,#4adbc8,Run of River
ES1 0 solar,ES1 0,solar,11681.579273038667,0.009999999999999997,35602.07124380445,0.0,#f9d002,Solar
ES4 0 CCGT,ES4 0,CCGT,1044.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
ES4 0 coal,ES4 0,coal,239.7036087064253,28.196969696969695,349976.5536298572,0.34,#707070,Coal
ES4 0 offwind-ac,ES4 0,offwind-ac,440.77676042893245,0.015,182295.3465163416,0.0,#6895dd,Offshore Wind (AC)
ES4 0 offwind-dc,ES4 0,offwind-dc,0.0,0.015,209879.45645801094,0.0,#74c6f2,Offshore Wind (DC)
ES4 0 oil,ES4 0,oil,195.2,148.85714285714286,37870.8074066883,0.26,#262626,Oil
ES4 0 onwind,ES4 0,onwind,257.95257821726335,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind
ES4 0 solar,ES4 0,solar,103.42671567137272,0.01,35602.07124380446,0.0,#f9d002,Solar
FI2 0 CCGT,FI2 0,CCGT,1379.4,38.27576932672388,99027.72929315243,0.2,#b20101,Combined-Cycle Gas
FI2 0 OCGT,FI2 0,OCGT,249.0,53.524390243902445,45095.4415151225,0.2,#d35050,Open-Cycle Gas
FI2 0 biomass,FI2 0,biomass,3040.94,14.8936170212766,278083.06535604456,0.0,#0c6013,Biomass
FI2 0 coal,FI2 0,coal,1622.609043551187,28.196969696969695,349976.55362985726,0.34,#707070,Coal
FI2 0 lignite,FI2 0,lignite,965.0,12.287878787878787,349976.5536298572,0.41,#9e5a01,Lignite
FI2 0 nuclear,FI2 0,nuclear,4362.0,11.378787878787879,706772.616768959,0.0,#ff9000,Nuclear
FI2 0 offwind-ac,FI2 0,offwind-ac,39117.17543498351,0.015000000000000003,190516.80025324886,0.0,#6895dd,Offshore Wind (AC)
FI2 0 offwind-dc,FI2 0,offwind-dc,31.741261139932412,0.015000000000000005,213207.99386021032,0.0,#74c6f2,Offshore Wind (DC)
FI2 0 oil,FI2 0,oil,1289.0,148.85714285714286,37870.8074066883,0.26,#262626,Oil
FI2 0 onwind,FI2 0,onwind,3173.895606909887,0.015000000000000001,96085.8880199663,0.0,#235ebc,Onshore Wind
FI2 0 ror,FI2 0,ror,1536.93,0.0,299140.22492922953,0.0,#4adbc8,Run of River
FI2 0 solar,FI2 0,solar,391.0,0.01,35602.07124380444,0.0,#f9d002,Solar
FR1 0 CCGT,FR1 0,CCGT,6665.0,40.245488019664435,99027.72929315243,0.2,#b20101,Combined-Cycle Gas
FR1 0 OCGT,FR1 0,OCGT,653.0,53.524390243902445,45095.44151512249,0.2,#d35050,Open-Cycle Gas
FR1 0 biomass,FR1 0,biomass,768.04045,14.893617021276604,278083.0653560447,0.0,#0c6013,Biomass
FR1 0 coal,FR1 0,coal,2334.3443740179573,28.1969696969697,349976.5536298572,0.34,#707070,Coal
FR1 0 nuclear,FR1 0,nuclear,57710.0,11.378787878787879,706772.616768959,0.0,#ff9000,Nuclear
FR1 0 offwind-ac,FR1 0,offwind-ac,24234.39146803012,0.015,187139.12481478174,0.0,#6895dd,Offshore Wind (AC)
FR1 0 offwind-dc,FR1 0,offwind-dc,0.0,0.015000000000000001,204203.13065351592,0.0,#74c6f2,Offshore Wind (DC)
FR1 0 oil,FR1 0,oil,1336.0,148.85714285714286,37870.8074066883,0.26,#262626,Oil
FR1 0 onwind,FR1 0,onwind,17330.9819736886,0.015000000000000006,96085.8880199663,0.0,#235ebc,Onshore Wind
FR1 0 ror,FR1 0,ror,6836.243641193082,0.0,299140.22492922953,0.0,#4adbc8,Run of River
FR1 0 solar,FR1 0,solar,11591.280285713443,0.009999999999999998,35602.07124380446,0.0,#f9d002,Solar
GB0 0 CCGT,GB0 0,CCGT,30714.1,38.899132463366634,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
GB0 0 OCGT,GB0 0,OCGT,868.6224321468433,53.52439024390244,45095.44151512249,0.2,#d35050,Open-Cycle Gas
GB0 0 biomass,GB0 0,biomass,6686.899999999999,14.893617021276603,278083.0653560446,0.0,#0c6013,Biomass
GB0 0 coal,GB0 0,coal,5312.20074371701,28.1969696969697,349976.5536298572,0.34,#707070,Coal
GB0 0 nuclear,GB0 0,nuclear,8779.0,11.378787878787877,706772.616768959,0.0,#ff9000,Nuclear
GB0 0 offwind-ac,GB0 0,offwind-ac,51076.04216377853,0.014999999999999996,192324.73030311262,0.0,#6895dd,Offshore Wind (AC)
GB0 0 offwind-dc,GB0 0,offwind-dc,4925.328820504494,0.015,216816.8373254384,0.0,#74c6f2,Offshore Wind (DC)
GB0 0 oil,GB0 0,oil,100.0,148.85714285714286,37870.8074066883,0.26,#262626,Oil
GB0 0 onwind,GB0 0,onwind,12764.535548904616,0.015000000000000003,96085.88801996628,0.0,#235ebc,Onshore Wind
GB0 0 ror,GB0 0,ror,8788.9,0.0,299140.2249292296,0.0,#4adbc8,Run of River
GB0 0 solar,GB0 0,solar,12933.728427542115,0.01,35602.07124380445,0.0,#f9d002,Solar
GB5 0 CCGT,GB5 0,CCGT,1198.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
GB5 0 biomass,GB5 0,biomass,38.7,14.893617021276597,278083.0653560446,0.0,#0c6013,Biomass
GB5 0 coal,GB5 0,coal,521.8163174147567,28.196969696969695,349976.5536298572,0.34,#707070,Coal
GB5 0 offwind-ac,GB5 0,offwind-ac,2461.4325933407886,0.015,196751.117211691,0.0,#6895dd,Offshore Wind (AC)
GB5 0 offwind-dc,GB5 0,offwind-dc,29.80580558306517,0.015,229970.51484309894,0.0,#74c6f2,Offshore Wind (DC)
GB5 0 onwind,GB5 0,onwind,1336.7073042682812,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind
GB5 0 solar,GB5 0,solar,528.7515724578832,0.01,35602.07124380445,0.0,#f9d002,Solar
GR1 0 CCGT,GR1 0,CCGT,7034.0,40.39540229885059,99027.72929315243,0.2,#b20101,Combined-Cycle Gas
GR1 0 lignite,GR1 0,lignite,2835.580120987794,12.287878787878787,349976.5536298572,0.41,#9e5a01,Lignite
GR1 0 offwind-ac,GR1 0,offwind-ac,14800.428002545557,0.015000000000000006,203896.59102283476,0.0,#6895dd,Offshore Wind (AC)
GR1 0 offwind-dc,GR1 0,offwind-dc,0.0,0.015,231123.49010376842,0.0,#74c6f2,Offshore Wind (DC)
GR1 0 oil,GR1 0,oil,273.26897115606107,148.85714285714286,37870.8074066883,0.26,#262626,Oil
GR1 0 onwind,GR1 0,onwind,4113.0,0.015000000000000001,96085.8880199663,0.0,#235ebc,Onshore Wind
GR1 0 ror,GR1 0,ror,103.1,0.0,299140.22492922965,0.0,#4adbc8,Run of River
GR1 0 solar,GR1 0,solar,3246.999999999999,0.010000000000000002,35602.07124380445,0.0,#f9d002,Solar
HR1 0 CCGT,HR1 0,CCGT,78.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
HR1 0 OCGT,HR1 0,OCGT,198.0,53.524390243902445,45095.4415151225,0.2,#d35050,Open-Cycle Gas
HR1 0 offwind-ac,HR1 0,offwind-ac,7662.131286862464,0.015,189602.45278610574,0.0,#6895dd,Offshore Wind (AC)
HR1 0 offwind-dc,HR1 0,offwind-dc,0.0,0.015,204456.26071295212,0.0,#74c6f2,Offshore Wind (DC)
HR1 0 onwind,HR1 0,onwind,788.3000000000002,0.015000000000000003,96085.8880199663,0.0,#235ebc,Onshore Wind
HR1 0 ror,HR1 0,ror,273.16773029167683,0.0,299140.2249292296,0.0,#4adbc8,Run of River
HR1 0 solar,HR1 0,solar,84.79999999999998,0.009999999999999998,35602.07124380444,0.0,#f9d002,Solar
HU1 0 CCGT,HU1 0,CCGT,2274.8999999999996,38.73769725306839,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
HU1 0 OCGT,HU1 0,OCGT,537.0,53.52439024390244,45095.441515122504,0.2,#d35050,Open-Cycle Gas
HU1 0 biomass,HU1 0,biomass,44.1,14.893617021276597,278083.0653560446,0.0,#0c6013,Biomass
HU1 0 coal,HU1 0,coal,230.4842391407936,28.196969696969695,349976.5536298572,0.34,#707070,Coal
HU1 0 lignite,HU1 0,lignite,815.1716510416943,12.287878787878787,349976.5536298572,0.41,#9e5a01,Lignite
HU1 0 nuclear,HU1 0,nuclear,1898.9,11.378787878787879,706772.616768959,0.0,#ff9000,Nuclear
HU1 0 oil,HU1 0,oil,170.0,148.85714285714286,37870.8074066883,0.26,#262626,Oil
HU1 0 onwind,HU1 0,onwind,322.99999999999994,0.015000000000000003,96085.88801996628,0.0,#235ebc,Onshore Wind
HU1 0 ror,HU1 0,ror,19.7,0.0,299140.2249292296,0.0,#4adbc8,Run of River
HU1 0 solar,HU1 0,solar,1952.9999999999995,0.010000000000000002,35602.07124380446,0.0,#f9d002,Solar
IE5 0 CCGT,IE5 0,CCGT,4219.0,42.06568562961739,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
IE5 0 coal,IE5 0,coal,843.5723152553045,28.196969696969695,349976.5536298572,0.34,#707070,Coal
IE5 0 lignite,IE5 0,lignite,253.0,12.287878787878787,349976.5536298572,0.41,#9e5a01,Lignite
IE5 0 offwind-ac,IE5 0,offwind-ac,13952.565040244408,0.015000000000000001,192246.2091524752,0.0,#6895dd,Offshore Wind (AC)
IE5 0 offwind-dc,IE5 0,offwind-dc,0.5216915923316544,0.015,218176.27630017482,0.0,#74c6f2,Offshore Wind (DC)
IE5 0 oil,IE5 0,oil,208.0,148.85714285714286,37870.8074066883,0.26,#262626,Oil
IE5 0 onwind,IE5 0,onwind,4274.66,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind
IE5 0 ror,IE5 0,ror,216.0,0.0,299140.2249292296,0.0,#4adbc8,Run of River
IE5 0 solar,IE5 0,solar,40.050720767553905,0.01,35602.07124380446,0.0,#f9d002,Solar
IT1 0 CCGT,IT1 0,CCGT,44515.5,43.74904856045692,99027.72929315241,0.2,#b20101,Combined-Cycle Gas
IT1 0 OCGT,IT1 0,OCGT,3502.2,53.26362221069019,45095.44151512249,0.2,#d35050,Open-Cycle Gas
IT1 0 biomass,IT1 0,biomass,333.41499999999996,14.893617021276597,278083.06535604456,0.0,#0c6013,Biomass
IT1 0 coal,IT1 0,coal,6141.944004623867,28.196969696969692,349976.5536298572,0.34,#707070,Coal
IT1 0 offwind-ac,IT1 0,offwind-ac,38482.65256409595,0.015000000000000001,186231.21910424222,0.0,#6895dd,Offshore Wind (AC)
IT1 0 offwind-dc,IT1 0,offwind-dc,0.0,0.015000000000000006,210492.2160617282,0.0,#74c6f2,Offshore Wind (DC)
IT1 0 onwind,IT1 0,onwind,8607.81351415895,0.015000000000000001,96085.8880199663,0.0,#235ebc,Onshore Wind
IT1 0 ror,IT1 0,ror,7364.49,0.0,299140.2249292296,0.0,#4adbc8,Run of River
IT1 0 solar,IT1 0,solar,20497.44577111743,0.009999999999999998,35602.07124380445,0.0,#f9d002,Solar
IT3 0 CCGT,IT3 0,CCGT,718.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
IT3 0 coal,IT3 0,coal,1133.9824565727045,28.196969696969695,349976.5536298572,0.34,#707070,Coal
IT3 0 offwind-ac,IT3 0,offwind-ac,4936.504286091919,0.015,185950.5386107066,0.0,#6895dd,Offshore Wind (AC)
IT3 0 oil,IT3 0,oil,150.0,148.85714285714286,37870.8074066883,0.26,#262626,Oil
IT3 0 onwind,IT3 0,onwind,2275.2375586262783,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind
IT3 0 ror,IT3 0,ror,60.0,0.0,299140.2249292296,0.0,#4adbc8,Run of River
IT3 0 solar,IT3 0,solar,1213.6297477793119,0.01,35602.07124380444,0.0,#f9d002,Solar
LT6 0 CCGT,LT6 0,CCGT,1080.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
LT6 0 OCGT,LT6 0,OCGT,68.0,53.524390243902445,45095.4415151225,0.2,#d35050,Open-Cycle Gas
LT6 0 offwind-ac,LT6 0,offwind-ac,1047.577224568107,0.015,188266.76206153387,0.0,#6895dd,Offshore Wind (AC)
LT6 0 offwind-dc,LT6 0,offwind-dc,0.0,0.015,203609.43749904676,0.0,#74c6f2,Offshore Wind (DC)
LT6 0 onwind,LT6 0,onwind,539.0,0.015000000000000006,96085.88801996631,0.0,#235ebc,Onshore Wind
LT6 0 ror,LT6 0,ror,101.0,0.0,299140.2249292296,0.0,#4adbc8,Run of River
LT6 0 solar,LT6 0,solar,148.0,0.01,35602.07124380446,0.0,#f9d002,Solar
LU1 0 biomass,LU1 0,biomass,7.3895,14.893617021276597,278083.0653560446,0.0,#0c6013,Biomass
LU1 0 onwind,LU1 0,onwind,219.49002907231085,0.015000000000000005,96085.8880199663,0.0,#235ebc,Onshore Wind
LU1 0 ror,LU1 0,ror,30.9,0.0,299140.2249292296,0.0,#4adbc8,Run of River
LU1 0 solar,LU1 0,solar,256.72538054474785,0.009999999999999998,35602.07124380444,0.0,#f9d002,Solar
LV6 0 CCGT,LV6 0,CCGT,1087.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
LV6 0 offwind-ac,LV6 0,offwind-ac,7817.285521305054,0.015,192759.29563485418,0.0,#6895dd,Offshore Wind (AC)
LV6 0 offwind-dc,LV6 0,offwind-dc,0.0,0.015,206192.17320177372,0.0,#74c6f2,Offshore Wind (DC)
LV6 0 onwind,LV6 0,onwind,77.8208515363306,0.015000000000000005,96085.8880199663,0.0,#235ebc,Onshore Wind
LV6 0 ror,LV6 0,ror,1536.1,0.0,299140.2249292296,0.0,#4adbc8,Run of River
LV6 0 solar,LV6 0,solar,7.084348800804711,0.009999999999999998,35602.07124380444,0.0,#f9d002,Solar
ME1 0 lignite,ME1 0,lignite,207.4814722673996,12.287878787878787,349976.5536298572,0.41,#9e5a01,Lignite
ME1 0 offwind-ac,ME1 0,offwind-ac,590.2775861631337,0.015,190110.02966059925,0.0,#6895dd,Offshore Wind (AC)
ME1 0 onwind,ME1 0,onwind,118.0,0.015,96085.88801996631,0.0,#235ebc,Onshore Wind
ME1 0 ror,ME1 0,ror,312.36,0.0,299140.2249292296,0.0,#4adbc8,Run of River
ME1 0 solar,ME1 0,solar,6.22,0.01,35602.07124380445,0.0,#f9d002,Solar
MK1 0 onwind,MK1 0,onwind,37.0,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind
MK1 0 solar,MK1 0,solar,94.36,0.01,35602.07124380444,0.0,#f9d002,Solar
NL1 0 CCGT,NL1 0,CCGT,12962.1,41.911844719855345,99027.72929315246,0.2,#b20101,Combined-Cycle Gas
NL1 0 OCGT,NL1 0,OCGT,460.0,53.52439024390244,45095.441515122504,0.2,#d35050,Open-Cycle Gas
NL1 0 coal,NL1 0,coal,7323.937756730904,26.422762103796586,349976.5536298572,0.34,#707070,Coal
NL1 0 nuclear,NL1 0,nuclear,485.0,11.378787878787879,706772.616768959,0.0,#ff9000,Nuclear
NL1 0 offwind-ac,NL1 0,offwind-ac,3218.2622364025965,0.015000000000000006,187809.55715763758,0.0,#6895dd,Offshore Wind (AC)
NL1 0 offwind-dc,NL1 0,offwind-dc,2315.360771187131,0.015000000000000001,227446.746687855,0.0,#74c6f2,Offshore Wind (DC)
NL1 0 oil,NL1 0,oil,324.2174234054962,148.85714285714286,37870.8074066883,0.26,#262626,Oil
NL1 0 onwind,NL1 0,onwind,4100.0,0.015,96085.88801996631,0.0,#235ebc,Onshore Wind
NL1 0 solar,NL1 0,solar,10213.0,0.01,35602.07124380446,0.0,#f9d002,Solar
NO2 0 CCGT,NO2 0,CCGT,638.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
NO2 0 offwind-ac,NO2 0,offwind-ac,32085.53328447245,0.015000000000000001,195309.4009502511,0.0,#6895dd,Offshore Wind (AC)
NO2 0 offwind-dc,NO2 0,offwind-dc,0.2778345046944579,0.015000000000000003,221862.51814297246,0.0,#74c6f2,Offshore Wind (DC)
NO2 0 onwind,NO2 0,onwind,3202.004393090113,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind
NO2 0 ror,NO2 0,ror,210.5,0.0,299140.2249292296,0.0,#4adbc8,Run of River
NO2 0 solar,NO2 0,solar,151.70000000000002,0.010000000000000002,35602.07124380446,0.0,#f9d002,Solar
PL1 0 CCGT,PL1 0,CCGT,2666.0,38.85517241379312,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
PL1 0 coal,PL1 0,coal,12776.350539699259,28.1969696969697,349976.55362985726,0.34,#707070,Coal
PL1 0 lignite,PL1 0,lignite,7072.812854626465,12.287878787878787,349976.5536298572,0.41,#9e5a01,Lignite
PL1 0 offwind-ac,PL1 0,offwind-ac,4880.382629706242,0.015,188522.76862911347,0.0,#6895dd,Offshore Wind (AC)
